Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
POLR1D	6	0.55087	0.79966	0.58492	0.98963	0.42391	0.84383
MCF2L2	6	0.76249	1.1464	0.37236	0.9684	0.25165	0.84383
HAL	6	0.26462	0.61349	0.96248	0.99919	0.53955	0.8483
CA9	6	0.23358	0.60453	0.9947	0.99944	0.54549	0.84929
FAM186A	6	0.11004	0.2596	0.82205	0.99682	0.79517	0.92243
NonTargetingControlGuideForHuman_0777	1	0.72483	0.66251	0.76444	0.99682	0.50764	0.84469
EMR1	6	0.65199	1.1333	0.47974	0.98755	0.25711	0.84383
hsa-mir-1288	4	-0.36958	-0.62055	0.42683	0.98052	0.5349	0.84731
RNASE2	6	0.55337	0.67191	0.58197	0.98944	0.50164	0.84383
AHSP	6	0.050129	0.094234	0.74402	0.99682	0.92492	0.96999
hsa-mir-4418	4	0.26278	0.51868	0.9546	0.9987	0.60398	0.8605
ZNF337	6	-0.61849	-1.4938	0.16376	0.92964	0.13524	0.84383
PANX1	6	1.0156	1.1178	0.20155	0.94021	0.26364	0.84383
EMR2	6	0.72863	0.94171	0.40227	0.97531	0.34634	0.84383
ARMC2	6	-0.84528	-1.5876	0.079781	0.86593	0.11237	0.84383
hsa-mir-5088	4	0.17545	0.27031	0.94561	0.9981	0.78692	0.91887
DUSP27	6	-0.04634	-0.10466	0.63424	0.99293	0.91665	0.96711
ACTR8	6	0.53314	0.64362	0.60607	0.99078	0.51982	0.84562
IL7	6	0.57668	1.074	0.55828	0.98944	0.28283	0.84383
ARHGAP12	6	0.73344	0.99519	0.39789	0.9739	0.31964	0.84383
ATP5S	6	0.72846	1.2775	0.40231	0.97531	0.20143	0.84383
P2RY10	6	-0.35895	-0.8663	0.33041	0.95451	0.38633	0.84383
EMG1	6	-0.60034	-0.90482	0.17297	0.93462	0.36556	0.84383
PISD	6	0.73645	0.98319	0.39489	0.97365	0.32552	0.84383
hsa-mir-936	4	0.33947	0.58535	0.86865	0.99682	0.55831	0.85256
MAGEB1	6	0.33117	0.77726	0.86759	0.99682	0.437	0.84383
GALNT7	6	-0.30785	-0.63777	0.37143	0.9684	0.52362	0.84562
SLC16A9	6	0.92035	1.0159	0.25626	0.94611	0.3097	0.84383
hsa-mir-1291	4	0.62143	0.84345	0.59428	0.99078	0.39898	0.84383
ZBTB10	6	-0.069114	-0.12409	0.60953	0.99078	0.90124	0.96222
ATXN3	6	0.54303	0.79102	0.59478	0.99078	0.42893	0.84383
SLC6A15	6	0.77687	1.2562	0.3595	0.9642	0.20906	0.84383
hsa-mir-4451	4	0.30544	0.51109	0.90648	0.99682	0.60929	0.86255
FCGR3B	6	0.33346	1.2796	0.86436	0.99682	0.20067	0.84383
SRPK2	6	1.0825	0.85954	0.16749	0.93239	0.39004	0.84383
C3orf18	6	1.1792	1.2463	0.12748	0.91378	0.21264	0.84383
GNA13	6	-0.30945	-0.73736	0.37014	0.96832	0.4609	0.84383
TMCO6	6	0.070724	0.13349	0.76882	0.99682	0.89381	0.9591
ALDH1A2	6	-0.35093	-1.2388	0.33668	0.95579	0.21541	0.84383
MED13	6	0.47872	1.1764	0.67401	0.99682	0.23943	0.84383
LOC100129083	6	0.20409	0.37241	0.95216	0.99841	0.70959	0.89496
ACVR1B	6	1.1917	1.1181	0.12278	0.90984	0.26353	0.84383
MS4A5	6	0.21734	0.4911	0.96981	0.99944	0.62336	0.86891
PGRMC2	6	-0.4244	-0.6283	0.28114	0.94792	0.52981	0.84669
PRR21	6	0.13338	0.2773	0.85357	0.99682	0.78155	0.91735
CDK15	6	0.24722	0.83997	0.98636	0.99944	0.40092	0.84383
MAGEA10-MAGEA5	6	0.51862	0.99799	0.62419	0.99168	0.31828	0.84383
TCTN3	6	0.47788	0.79625	0.67558	0.99682	0.42589	0.84383
TM4SF5	6	1.0092	1.139	0.20468	0.94021	0.2547	0.84383
KCNH3	6	0.82953	0.99649	0.31714	0.95153	0.31901	0.84383
KAZALD1	6	-0.035722	-0.072326	0.6458	0.99432	0.94234	0.97716
WDR31	6	0.11673	0.29659	0.8303	0.99682	0.76678	0.91325
AP1G2	6	0.03464	0.093722	0.7266	0.99682	0.92533	0.97018
SYNGAP1	6	-0.056723	-0.15773	0.62244	0.99168	0.87467	0.95203
OAZ1	6	-0.89204	-1.3519	0.068811	0.85179	0.17642	0.84383
PCDHGA3	2	0.31237	0.32511	0.90473	0.99682	0.7451	0.906
ZNF740	6	-0.55721	-0.69508	0.1945	0.93708	0.48701	0.84383
AUTS2	6	-0.42649	-1.9917	0.27985	0.94792	0.0464	0.84383
MPP2	6	-0.70786	-0.98413	0.12587	0.91216	0.32505	0.84383
C17orf112	6	-0.13658	-0.44629	0.5362	0.98798	0.65539	0.87691
LMTK2	6	0.43611	2.203	0.72913	0.99682	0.027596	0.84383
DPH1	6	0.63318	0.691	0.4985	0.98755	0.48957	0.84383
TBC1D3	6	0.444	0.89446	0.71858	0.99682	0.37108	0.84383
hsa-mir-4739	4	-0.2407	-0.40168	0.53427	0.98798	0.68792	0.88691
SOGA2	6	-0.77184	-1.5367	0.1031	0.90726	0.12438	0.84383
USP7	6	-0.039382	-0.062379	0.64198	0.99422	0.95026	0.97954
SEC14L2	6	0.66334	0.97019	0.46679	0.98648	0.33195	0.84383
hsa-mir-5697	4	0.53985	1.0506	0.66982	0.99682	0.29343	0.84383
GAS2	6	0.57888	0.84831	0.55634	0.98936	0.39627	0.84383
RSL1D1	6	-0.19011	-0.42595	0.48154	0.98755	0.67015	0.88165
GTF3C3	6	0.69179	0.98817	0.43886	0.98346	0.32307	0.84383
LRRC41	6	0.14019	0.27839	0.86169	0.99682	0.78071	0.9168
NonTargetingControlGuideForHuman_0650	1	0.7112	0.50093	0.76942	0.99682	0.61642	0.86634
RPLP0	6	-0.30286	-0.44469	0.37526	0.9684	0.65654	0.87699
TDP2	6	0.44731	0.60257	0.71558	0.99682	0.54679	0.84929
ZFP57	6	-0.46446	-0.97566	0.25266	0.94371	0.32923	0.84383
B4GALNT3	6	0.90318	0.89346	0.26704	0.94696	0.37161	0.84383
INO80B	6	1.0802	1.0354	0.16864	0.93393	0.30047	0.84383
UCN3	6	0.22315	0.47009	0.9794	0.99944	0.63829	0.87226
NOM1	6	-0.063568	-0.13468	0.61488	0.99078	0.89287	0.95859
SLC19A1	6	-0.020434	-0.049248	0.6641	0.99682	0.96072	0.98422
SEC16B	6	0.029336	0.049367	0.72061	0.99682	0.96063	0.98421
IFNG	6	0.55992	1.1084	0.57506	0.98944	0.2677	0.84383
TMEM245	6	0.36359	0.52023	0.82528	0.99682	0.6029	0.86034
ALOX12B	6	0.71996	1.0091	0.41052	0.97689	0.31293	0.84383
EPSTI1	6	-0.093654	-0.18744	0.58294	0.98944	0.85132	0.94343
DPM2	6	1.1287	1.1157	0.14799	0.92773	0.26455	0.84383
SEC24B	6	-0.50658	-1.2965	0.22492	0.94021	0.19479	0.84383
GTF2H3	6	0.021061	0.041189	0.71153	0.99682	0.96715	0.98633
NEK1	5	0.17199	0.41467	0.92326	0.99747	0.67839	0.88429
SSX7	5	-0.63931	-0.82741	0.19722	0.93797	0.408	0.84383
RIOK2	6	-0.92332	-1.7336	0.062728	0.83425	0.082988	0.84383
DNALI1	6	0.9622	1.1014	0.23045	0.94129	0.27071	0.84383
hsa-mir-1290	4	-0.03294	-0.083513	0.72757	0.99682	0.93344	0.9736
NonTargetingControlGuideForHuman_0335	1	2.1549	0.25384	0.24174	0.9415	0.79962	0.92371
PCGF2	6	0.32672	2.0822	0.87408	0.99682	0.037328	0.84383
hsa-mir-6513	4	-0.0045547	-0.0083911	0.75591	0.99682	0.9933	0.99777
LMTK3	6	-0.10518	-0.36181	0.5698	0.98944	0.7175	0.89702
ITPKA	6	-0.89699	-2.0562	0.067936	0.8481	0.039763	0.84383
hsa-mir-1254-1	4	1.1817	0.64169	0.22109	0.94021	0.52107	0.84562
MAP3K6	6	1.0215	1.0818	0.19851	0.94021	0.27935	0.84383
CCL28	6	0.82663	1.1318	0.31963	0.95199	0.25771	0.84383
hsa-mir-1302-3	3	0.34246	0.62698	0.87473	0.99682	0.53067	0.84686
MZT2B	4	1.7786	0.53726	0.059409	0.83185	0.59108	0.85876
ITM2A	6	0.40065	0.77584	0.77674	0.99682	0.43784	0.84383
hsa-mir-3976	4	0.016885	0.061176	0.77693	0.99682	0.95122	0.98013
PCDHA5	2	-0.20941	-0.49876	0.70655	0.99682	0.61795	0.86646
FAM209B	6	0.87234	1.4007	0.28585	0.94792	0.16131	0.84383
S100A16	6	0.22619	0.68412	0.98396	0.99944	0.4939	0.84383
hsa-mir-6078	4	-0.25575	-0.27642	0.52086	0.98798	0.78222	0.91749
RFPL2	6	0.21315	0.4551	0.96387	0.99919	0.64903	0.8754
LMOD2	6	1.0793	0.78404	0.16933	0.93393	0.43302	0.84383
CYP4A11	6	0.036221	0.12263	0.72886	0.99682	0.9024	0.96289
SKIV2L2	6	0.10007	0.18309	0.80905	0.99682	0.85472	0.94456
OR10J3	6	0.23252	0.58101	0.99336	0.99944	0.56124	0.85269
SHQ1	6	1.4774	0.86474	0.051758	0.81766	0.38718	0.84383
ZNF594	6	0.96106	1.1441	0.23086	0.94129	0.25257	0.84383
LRRC8C	6	0.65746	1.2826	0.47301	0.98674	0.19962	0.84383
ADAM10	6	-0.9602	-2.3075	0.053971	0.82444	0.021029	0.84383
CLEC12A	6	0.74574	1.3359	0.38664	0.97044	0.18157	0.84383
CHST9	6	1.0569	1.0902	0.17961	0.93525	0.27561	0.84383
RAB39A	6	0.55114	0.83437	0.58464	0.98963	0.40407	0.84383
NonTargetingControlGuideForHuman_0669	1	1.1468	0.53444	0.50551	0.98798	0.59303	0.85881
MPC1	6	0.095413	0.18072	0.80255	0.99682	0.85659	0.94539
PEA15	6	0.13127	0.23215	0.85044	0.99682	0.81642	0.93058
SPINT2	6	0.2415	0.66287	0.99405	0.99944	0.50742	0.84469
KIAA0368	6	0.91197	1.3266	0.26202	0.94696	0.18465	0.84383
NonTargetingControlGuideForHuman_0629	1	-0.71698	-1.2602	0.57049	0.98944	0.20761	0.84383
C12orf61	6	0.85419	0.97761	0.29861	0.95042	0.32827	0.84383
THNSL1	6	0.43794	0.99702	0.72628	0.99682	0.31875	0.84383
ATG13	6	0.90655	1.318	0.26501	0.94696	0.18752	0.84383
TATDN1	4	-0.53509	-1.1952	0.31147	0.95153	0.23201	0.84383
ZNF135	6	0.17911	0.49302	0.9181	0.9972	0.622	0.86788
QPCTL	6	0.91253	1.0526	0.26174	0.94696	0.29251	0.84383
METTL14	6	-0.44037	-0.88439	0.26893	0.94696	0.37648	0.84383
FUT9	6	0.23303	0.56494	0.99387	0.99944	0.57212	0.85561
SLC36A2	6	-0.17486	-0.34185	0.49698	0.98755	0.73246	0.90292
TMEM168	6	0.11356	0.26173	0.82647	0.99682	0.79353	0.9217
FAP	4	0.366	0.38816	0.83836	0.99682	0.6979	0.89078
ADSL	6	1.8797	0.75744	0.014334	0.68094	0.44879	0.84383
NonTargetingControlGuideForHuman_0411	1	-0.59551	-0.95849	0.62331	0.99168	0.33782	0.84383
NF2	6	1.0742	1.0451	0.17141	0.93443	0.29597	0.84383
EPRS	6	1.7899	0.60567	0.019542	0.7138	0.54473	0.84929
HAUS1	6	0.25007	0.50753	0.9823	0.99944	0.61178	0.86416
SUOX	6	-1.6225	-2.3147	0.0055768	0.57075	0.020632	0.84383
ATP5G3	6	0.53754	1.0609	0.60105	0.99078	0.28875	0.84383
NES	6	0.23922	0.6046	0.9977	1	0.54545	0.84929
HIC2	6	-0.30609	-0.63454	0.37286	0.9684	0.52573	0.84562
TAS2R41	6	0.061144	0.11816	0.75808	0.99682	0.90594	0.964
MRPL9	6	0.062127	0.10285	0.75946	0.99682	0.91808	0.96766
SLC43A2	6	-0.0043017	-0.0097036	0.68281	0.99682	0.99226	0.9973
ZNF808	5	-0.18681	-0.3779	0.52597	0.98798	0.70551	0.8934
NFIA	6	0.23265	0.45475	0.99359	0.99944	0.64929	0.8754
SCGB2B2	6	-0.40283	-0.97319	0.29714	0.95018	0.33046	0.84383
PITPNM1	6	0.63506	0.92583	0.49717	0.98755	0.35454	0.84383
EIF2S3	6	0.6471	0.683	0.48491	0.98755	0.4946	0.84383
POLL	6	-0.030591	-0.086648	0.65212	0.99522	0.93095	0.9726
AGK	6	0.9662	1.4201	0.22823	0.94021	0.15557	0.84383
MARS2	6	0.48483	0.705	0.66461	0.99682	0.48081	0.84383
SLFN5	6	-0.45834	-1.2487	0.25681	0.94611	0.21179	0.84383
hsa-mir-4445	4	1.7576	0.48688	0.062774	0.83425	0.62634	0.86927
HNRNPK	6	1.6313	0.71967	0.032216	0.78744	0.47173	0.84383
MOG	6	-0.26792	-0.49696	0.40711	0.97638	0.61922	0.86674
NonTargetingControlGuideForHuman_0737	1	0.77891	0.66624	0.74222	0.99682	0.50526	0.84467
EML1	6	1.01	1.195	0.20418	0.94021	0.23207	0.84383
C3orf55	6	-0.56031	-1.55	0.19293	0.93708	0.12113	0.84383
APOBR	6	0.11822	0.28505	0.83214	0.99682	0.77561	0.91502
RABL5	6	0.18703	0.39953	0.92911	0.99751	0.68951	0.88761
PDP1	6	-0.10261	-0.16502	0.57248	0.98944	0.86893	0.94932
ANKRD7	6	1.0679	0.76546	0.17463	0.93462	0.444	0.84383
DAZL	6	0.37051	1.0256	0.81606	0.99682	0.30509	0.84383
PREPL	6	0.31314	0.65981	0.8927	0.99682	0.50937	0.84527
PLEKHB1	6	-0.68219	-1.6023	0.13638	0.91894	0.10908	0.84383
IK	6	0.68811	1.2435	0.44269	0.98346	0.21368	0.84383
ITFG3	6	-0.51678	-1.4952	0.21897	0.94021	0.13487	0.84383
FKBP15	6	0.083274	0.32099	0.78596	0.99682	0.74822	0.90692
SLC23A1	6	0.91752	0.92786	0.25796	0.94696	0.35348	0.84383
HIRIP3	6	0.70234	0.97972	0.42794	0.98109	0.32723	0.84383
LIPG	6	2.0773	0.70302	0.0076047	0.61314	0.48204	0.84383
S100A7A	6	0.01329	0.031877	0.7024	0.99682	0.97457	0.99012
FOXN1	6	0.24801	0.48739	0.98534	0.99944	0.62598	0.86927
SERPINA10	6	0.041363	0.14627	0.73439	0.99682	0.8837	0.95594
IL13RA1	6	0.77195	0.88086	0.36374	0.96557	0.37839	0.84383
ZNF469	6	1.2249	1.0907	0.11154	0.90965	0.27539	0.84383
CDHR4	6	0.15025	0.32098	0.8763	0.99682	0.74823	0.90692
RGS9	6	-0.61051	-1.454	0.16772	0.93239	0.14595	0.84383
MYL9	6	0.059524	0.12483	0.75554	0.99682	0.90066	0.96202
KIF2B	6	0.78465	1.3002	0.35263	0.96179	0.19354	0.84383
CLPS	6	-0.21913	-0.47805	0.45333	0.98449	0.63261	0.87104
GSTP1	6	0.69453	1.419	0.43651	0.98269	0.1559	0.84383
STRADA	6	0.59212	1.0114	0.54077	0.98816	0.31182	0.84383
FAM43A	6	-0.13855	-0.32236	0.53422	0.98798	0.74718	0.90682
IL18	6	-0.040119	-0.088256	0.64073	0.99335	0.92967	0.97243
HIST1H2BI	6	0.49915	0.8633	0.64696	0.9944	0.38797	0.84383
GDF2	6	0.18187	0.44316	0.92183	0.99747	0.65765	0.87752
hsa-mir-504	4	-0.19983	-0.57583	0.5716	0.98944	0.56473	0.85441
OR51B4	6	-0.5753	-1.6405	0.18445	0.93547	0.1009	0.84383
hsa-mir-339	4	-1.1067	-1.745	0.084897	0.87684	0.080993	0.84383
ADAMTSL2	6	-0.42519	-1.1004	0.28041	0.94792	0.27114	0.84383
ACY1	6	0.24034	0.59882	0.99585	0.99944	0.54929	0.84959
PPM1K	6	0.09367	0.15743	0.80002	0.99682	0.8749	0.95209
EMC3	6	-0.55076	-0.69018	0.19818	0.93989	0.49008	0.84383
PVRL2	6	-0.26748	-0.55457	0.40757	0.97638	0.57919	0.8561
TDRKH	6	0.51012	1.0036	0.63345	0.99235	0.31559	0.84383
PDHA1	6	0.74128	1.3683	0.39098	0.97274	0.17121	0.84383
TAS2R42	6	0.29198	0.73507	0.92317	0.99747	0.4623	0.84383
PDYN	6	0.041525	0.15424	0.73466	0.99682	0.87742	0.95342
MB21D2	6	0.059555	0.11775	0.75563	0.99682	0.90626	0.96414
METRNL	6	0.46764	0.69997	0.6877	0.99682	0.48395	0.84383
UGT2B7	6	1.0009	1.2174	0.20938	0.94021	0.22344	0.84383
TXNDC9	6	-0.27452	-0.83304	0.40079	0.97503	0.40482	0.84383
TSFM	6	0.24552	0.43269	0.98871	0.99944	0.66524	0.87993
OLIG1	6	0.28576	1.7377	0.93147	0.99751	0.082262	0.84383
TNFSF15	6	-0.19613	-0.51904	0.47486	0.98726	0.60373	0.86041
CBX8	6	0.0074514	0.01453	0.69618	0.99682	0.98841	0.99587
KIAA1522	6	1.0827	1.0931	0.1674	0.93239	0.27437	0.84383
MCOLN3	6	0.57179	1.0574	0.56284	0.98944	0.29034	0.84383
SLC2A5	6	0.26789	1.8921	0.95787	0.99885	0.058473	0.84383
SERP1	6	-0.41569	-1.0303	0.28751	0.94864	0.30288	0.84383
POFUT2	6	0.58267	0.9553	0.55146	0.98936	0.33942	0.84383
SMAP1	6	-0.17616	-0.49797	0.4956	0.98755	0.61851	0.86674
AKAP1	6	0.51576	1.2479	0.62806	0.99168	0.21206	0.84383
DDX53	6	1.4863	0.98462	0.05033	0.81737	0.32481	0.84383
CCDC73	5	1.3412	0.84237	0.11038	0.90965	0.39958	0.84383
YPEL1	6	-0.62974	-0.80859	0.15975	0.92898	0.41875	0.84383
CNEP1R1	6	-0.63625	-1.2511	0.15698	0.92898	0.21088	0.84383
GLIPR1L2	6	0.98864	0.87529	0.21621	0.94021	0.38141	0.84383
NonTargetingControlGuideForHuman_0549	1	1.9759	0.31708	0.27584	0.94792	0.75118	0.90806
MED30	6	-0.51659	-0.82736	0.21906	0.94021	0.40803	0.84383
CDK1	6	0.35267	0.48402	0.8403	0.99682	0.62837	0.86976
AJAP1	6	-0.050378	-0.14887	0.62967	0.99168	0.88165	0.9551
SPRED3	6	-0.38311	-0.82797	0.31179	0.95153	0.40769	0.84383
hsa-mir-7110	4	-0.73297	-1.1763	0.20385	0.94021	0.23946	0.84383
HSF5	6	-0.095055	-0.29058	0.58179	0.98944	0.77137	0.91458
LEPREL2	6	0.73097	0.7598	0.4007	0.97503	0.44737	0.84383
OR4K2	6	0.86211	1.206	0.29281	0.94873	0.2278	0.84383
ANKRD66	6	0.18555	0.47194	0.92704	0.99747	0.63697	0.87183
B9D1	6	-0.13159	-0.27027	0.54141	0.98816	0.78695	0.91887
ZNF705B	4	1.0584	0.77398	0.28405	0.94792	0.43894	0.84383
ATP13A3	6	0.40512	0.74812	0.77107	0.99682	0.45439	0.84383
hsa-mir-577	4	-0.071597	-0.13628	0.69065	0.99682	0.8916	0.95833
SLC41A1	6	-0.081452	-0.1938	0.59487	0.99078	0.84633	0.94227
ZXDA	6	-0.058952	-0.17604	0.61981	0.99159	0.86026	0.9462
SLC45A1	6	-0.41743	-0.8854	0.28608	0.94792	0.37594	0.84383
OPRM1	6	0.59607	1.1668	0.53726	0.98798	0.24328	0.84383
TMOD2	6	0.25466	0.67543	0.97603	0.99944	0.49941	0.84383
GAL3ST3	6	0.0099623	0.028374	0.69908	0.99682	0.97736	0.99155
STX1B	6	-0.096022	-0.14816	0.58049	0.98944	0.88222	0.95521
hsa-mir-3131	4	-0.12553	-0.13288	0.63967	0.99299	0.89429	0.95936
CUX2	6	-0.70973	-0.91064	0.12546	0.91195	0.36249	0.84383
CYP7B1	6	0.21474	0.38084	0.96599	0.99919	0.70332	0.89274
NDUFAF2	6	-0.61075	-0.94119	0.16753	0.93239	0.34661	0.84383
VWA5B2	6	-0.24022	-0.6074	0.43301	0.98153	0.54358	0.84929
HMGCS2	6	0.701	0.90177	0.42969	0.98148	0.36718	0.84383
hsa-mir-4685	4	-0.53709	-0.88635	0.31014	0.95153	0.37543	0.84383
GALNS	6	0.12479	0.30203	0.84104	0.99682	0.76263	0.91159
SESN3	6	0.43763	1.3496	0.72664	0.99682	0.17713	0.84383
DNAJC21	6	0.12423	0.35152	0.84072	0.99682	0.7252	0.90018
hsa-mir-572	4	1.7638	0.55473	0.06199	0.83425	0.57908	0.8561
hsa-mir-4524a	4	-0.5096	-1.0671	0.327	0.95199	0.28594	0.84383
NKIRAS2	6	-0.11403	-0.23015	0.55902	0.98944	0.81798	0.93088
NRGN	6	0.12542	0.3888	0.84201	0.99682	0.69742	0.89059
FAM181A	6	0.54265	1.308	0.59534	0.99078	0.19088	0.84383
ARF4	6	0.46198	0.99379	0.69664	0.99682	0.32033	0.84383
HDGFL1	6	0.40198	0.73331	0.77518	0.99682	0.46337	0.84383
MAP4K2	6	2.1789	0.60529	0.0054385	0.56459	0.54498	0.84929
GRPR	6	0.065869	0.20058	0.76305	0.99682	0.84102	0.94031
KLHL32	6	-0.094953	-0.24568	0.58183	0.98944	0.80593	0.92591
TRAPPC2L	6	0.47771	0.9929	0.67585	0.99682	0.32076	0.84383
FBXW4	6	1.3771	1.0757	0.071438	0.8536	0.28205	0.84383
TCEA1	6	1.0896	1.0517	0.16348	0.92953	0.29292	0.84383
YIF1A	6	1.4788	0.69877	0.051528	0.81766	0.48469	0.84383
EXOC4	6	0.65012	1.1613	0.48196	0.98755	0.24551	0.84383
DCUN1D5	6	-1.1964	-2.0191	0.023506	0.74058	0.043474	0.84383
GPR149	6	0.86372	0.95262	0.29179	0.94873	0.34079	0.84383
CHD6	6	-1.2923	-2.4524	0.0165	0.68302	0.014192	0.84383
PSG11	6	1.2512	1.0512	0.10352	0.90726	0.29316	0.84383
hsa-mir-4461	4	-0.1127	-0.23387	0.6517	0.99507	0.81509	0.93018
SDHA	6	0.93592	1.0495	0.24662	0.9415	0.29396	0.84383
FAM184A	6	-0.021474	-0.030642	0.66286	0.99682	0.97555	0.99076
MSANTD4	6	0.69701	0.92319	0.43356	0.98153	0.35591	0.84383
ETV5	6	-1.0381	-2.7241	0.04125	0.80106	0.0064478	0.84383
STK16	6	-0.21468	-0.52497	0.45739	0.98602	0.59961	0.86014
SLITRK2	6	1.2534	0.9697	0.10264	0.90726	0.3322	0.84383
LMX1A	6	1.0178	1.1635	0.20063	0.94021	0.24463	0.84383
WBP4	6	-0.88519	-1.4598	0.070194	0.85179	0.14434	0.84383
KIRREL3	6	0.14688	0.19894	0.8721	0.99682	0.84231	0.94078
CPXM2	6	-0.19648	-0.47341	0.47458	0.98706	0.63592	0.87168
SLC35A3	6	0.5011	0.84234	0.64465	0.99425	0.3996	0.84383
SUPT6H	6	0.91697	0.80428	0.25842	0.94696	0.42124	0.84383
MAGEB10	6	0.30301	0.78222	0.90722	0.99682	0.43408	0.84383
DDX3X	6	-0.096704	-0.30394	0.57957	0.98944	0.76117	0.91135
MT2A	4	0.51413	0.75668	0.69194	0.99682	0.44924	0.84383
CFHR5	6	-0.53355	-1.5302	0.20897	0.94021	0.12596	0.84383
VWA5A	6	-0.36159	-1.599	0.32811	0.95199	0.10981	0.84383
hsa-mir-5699	4	-0.10642	-0.26687	0.65714	0.99644	0.78957	0.92017
STXBP5	6	0.067468	0.18411	0.76439	0.99682	0.85393	0.94421
ST6GAL2	6	-0.11808	-0.22227	0.55524	0.98936	0.8241	0.93347
RFC2	6	1.2791	1.0961	0.095174	0.89266	0.27303	0.84383
MYOM3	6	1.1451	0.96245	0.14094	0.92639	0.33582	0.84383
RPP25	6	-0.13602	-0.26526	0.5368	0.98798	0.79081	0.92065
POLR2J3	1	-0.10641	-0.097543	0.84201	0.99682	0.9223	0.96896
POLR2B	6	0.15201	0.30213	0.87851	0.99682	0.76255	0.91159
RPL14	6	-0.28997	-0.33927	0.38733	0.97044	0.73441	0.90396
WNT16	6	0.15057	0.50834	0.87639	0.99682	0.61122	0.86361
TSHZ3	6	1.1414	1.1043	0.14246	0.92639	0.26946	0.84383
ANKRD34B	6	0.89186	0.96105	0.27395	0.94792	0.33653	0.84383
ASAH2	6	-0.010451	-0.020436	0.67544	0.99682	0.9837	0.99409
TMEM120B	6	0.080288	0.18159	0.78204	0.99682	0.8559	0.94507
PRG2	6	0.44596	0.67162	0.71637	0.99682	0.50183	0.84383
NCS1	6	0.76418	1.228	0.37056	0.96832	0.21944	0.84383
NRIP3	6	1.3446	0.86661	0.078536	0.86261	0.38615	0.84383
ANKRD61	6	-0.4391	-1.0526	0.26985	0.94696	0.29253	0.84383
CCL1	6	-0.53202	-1.5339	0.20984	0.94021	0.12506	0.84383
CCNT2	6	0.4068	0.7971	0.76914	0.99682	0.42539	0.84383
U2AF2	6	-0.9187	-0.92302	0.063465	0.83505	0.356	0.84383
LRRC43	6	1.141	1.1734	0.14255	0.92639	0.24065	0.84383
N6AMT2	6	0.5234	1.0365	0.61806	0.99078	0.29995	0.84383
SCT	6	-0.61114	-1.6574	0.16744	0.93239	0.097435	0.84383
IL21R	6	-0.72104	-2.0759	0.12149	0.90965	0.037907	0.84383
TAS2R14	6	-0.17211	-0.29778	0.49961	0.98755	0.76587	0.91303
AP3B2	6	0.42294	0.97972	0.74849	0.99682	0.32722	0.84383
hsa-mir-153-1	4	1.2554	0.7851	0.19058	0.93547	0.43239	0.84383
