Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
IRF7	6	0.24954	1.6908	0.040144	0.87638	0.090869	0.99998
CT45A1	5	0.024447	0.43107	0.8598	0.99256	0.66642	0.99998
NUDT2	6	0.058303	0.7618	0.63059	0.99224	0.44618	0.99998
RAB14	6	0.1394	1.0239	0.24225	0.9863	0.3059	0.99998
NonTargetingControlGuideForHuman_0347	1	0.058099	0.23179	0.84629	0.99256	0.8167	0.99998
hsa-mir-4456	4	-0.0047612	-0.033466	0.95631	0.99736	0.9733	0.99998
COL6A3	6	0.01341	0.10698	0.91801	0.99466	0.9148	0.99998
COL9A1	6	-0.21303	-2.2279	0.07319	0.94089	0.025888	0.99998
ZMYM4	6	0.033298	0.23799	0.78707	0.99256	0.81189	0.99998
TUBGCP5	6	0.068611	0.53311	0.56925	0.99224	0.59396	0.99998
LHB	6	-0.014138	-0.1071	0.88644	0.99353	0.91471	0.99998
CD3EAP	6	-0.18692	-0.60145	0.11025	0.95024	0.54754	0.99998
GUCY2F	6	0.085931	0.89493	0.4708	0.99224	0.37083	0.99998
BDH1	6	0.046034	0.31194	0.70521	0.99224	0.75509	0.99998
DPP8	6	-0.054497	-0.51973	0.62599	0.99224	0.60325	0.99998
UNKL	6	0.023825	0.23575	0.85145	0.99256	0.81363	0.99998
CEP89	6	-0.1231	-0.84252	0.28548	0.99224	0.3995	0.99998
TMCO3	6	0.12861	0.98985	0.28119	0.99224	0.32225	0.99998
WDR60	6	-0.027662	-0.19577	0.79633	0.99256	0.84479	0.99998
OR52R1	6	0.18587	0.98502	0.1196	0.95024	0.32462	0.99998
PAQR4	6	0.02856	0.22319	0.81901	0.99256	0.82338	0.99998
UPB1	6	-0.21862	-1.7767	0.066323	0.94089	0.075617	0.99998
KIAA0247	6	0.034485	0.36074	0.77942	0.99256	0.7183	0.99998
SPN	6	-0.084275	-0.71289	0.46006	0.99224	0.47591	0.99998
CCDC169	6	-0.044658	-0.53937	0.68613	0.99224	0.58963	0.99998
KRTAP6-3	6	-0.084326	-0.91416	0.45946	0.99224	0.36063	0.99998
FADS2	6	0.20714	1.6268	0.085496	0.94393	0.10378	0.99998
PSMC4	6	-0.16008	-0.88126	0.16883	0.96379	0.37818	0.99998
TUBGCP3	6	-0.1313	-0.83018	0.2558	0.99178	0.40644	0.99998
H2BFWT	6	-0.037371	-0.30388	0.73213	0.99256	0.76122	0.99998
RIMS4	6	-0.080272	-0.62627	0.47928	0.99224	0.53114	0.99998
TSHR	6	-0.22074	-1.8437	0.063695	0.94089	0.065225	0.99998
FAM115C	6	0.08205	0.6548	0.49094	0.99224	0.5126	0.99998
NMUR1	6	-0.082274	-0.59707	0.46988	0.99224	0.55046	0.99998
KRTAP10-9	6	-0.092904	-0.36995	0.41923	0.99224	0.71142	0.99998
BROX	6	-0.114	-0.98711	0.32133	0.99224	0.32359	0.99998
FAM153B	4	-0.020641	-0.13626	0.86708	0.99256	0.89161	0.99998
ING4	6	0.11198	0.83061	0.34678	0.99224	0.40619	0.99998
DDC	6	0.17022	1.2742	0.15334	0.96379	0.20258	0.99998
TMEM14C	6	0.074181	0.59217	0.53666	0.99224	0.55374	0.99998
PNPLA3	6	0.11283	0.80385	0.3435	0.99224	0.42148	0.99998
FXYD7	6	-0.12518	-1.2637	0.27755	0.99224	0.20635	0.99998
HOXD10	6	0.010401	0.085585	0.93953	0.99638	0.9318	0.99998
FAM26D	6	0.040222	0.33418	0.74218	0.99256	0.73824	0.99998
MBNL1	6	-0.010721	-0.10174	0.90999	0.99432	0.91896	0.99998
SMYD5	6	-0.091405	-0.73718	0.42577	0.99224	0.46101	0.99998
TRAPPC6A	6	0.035027	0.3791	0.77587	0.99256	0.70461	0.99998
HNF1A	6	0.077525	0.68389	0.51712	0.99224	0.49404	0.99998
VPS37A	6	-0.0037764	-0.045177	0.9599	0.99741	0.96397	0.99998
HIST1H2BK	6	-0.19073	-0.82607	0.10425	0.95024	0.40877	0.99998
KCNH5	6	-0.064062	-0.84567	0.57054	0.99224	0.39774	0.99998
NonTargetingControlGuideForHuman_0644	1	-0.038459	-0.1863	0.88095	0.99353	0.85221	0.99998
TMEM189	6	0.025586	0.23501	0.8403	0.99256	0.8142	0.99998
TTC9B	6	0.1173	1.0005	0.32456	0.99224	0.31707	0.99998
MORN3	6	-0.065387	-0.69312	0.56317	0.99224	0.48823	0.99998
CPD	6	0.0065167	0.067856	0.96635	0.99767	0.9459	0.99998
PTBP2	6	0.19514	1.4428	0.1037	0.95024	0.14908	0.99998
KCNH4	6	-0.13829	-0.63648	0.2327	0.9833	0.52446	0.99998
CCDC11	6	0.14991	0.81948	0.20998	0.97623	0.41251	0.99998
PEX1	6	-0.1381	-1.0013	0.23326	0.9833	0.31668	0.99998
AKAP9	6	0.097225	0.70008	0.4143	0.99224	0.48388	0.99998
SCXA	6	-0.0098272	-0.097766	0.91575	0.99455	0.92212	0.99998
TCAP	6	0.31123	1.3691	0.012628	0.8209	0.17097	0.99998
DNAH14	6	0.026147	0.23522	0.83671	0.99256	0.81404	0.99998
CNPY3	6	0.006504	0.064493	0.96649	0.99767	0.94858	0.99998
TRPM3	6	-0.0088153	-0.080341	0.92248	0.99499	0.93597	0.99998
FAM167A	6	0.031095	0.22168	0.80191	0.99256	0.82456	0.99998
AGR2	6	-0.053497	-0.52445	0.63248	0.99224	0.59996	0.99998
SEC61G	6	-0.066188	-0.36174	0.55833	0.99224	0.71754	0.99998
C16orf96	6	-0.24533	-2.1755	0.04019	0.87638	0.029592	0.99998
ATP6V1G3	6	0.035998	0.40425	0.76942	0.99256	0.68603	0.99998
AP5S1	6	-0.0229	-0.20907	0.82763	0.99256	0.83439	0.99998
GEMIN6	6	0.14131	0.74428	0.23621	0.98383	0.45671	0.99998
RNF24	6	0.063048	0.36053	0.60114	0.99224	0.71845	0.99998
DNMBP	6	-0.028827	-0.16799	0.7891	0.99256	0.86659	0.99998
CKS1B	6	0.1071	0.75391	0.36927	0.99224	0.4509	0.99998
NMU	6	0.010278	0.085943	0.94054	0.99687	0.93151	0.99998
hsa-mir-1538	4	0.10944	1.0208	0.45149	0.99224	0.30733	0.99998
ANGPTL6	6	-0.0054059	-0.020497	0.94801	0.99715	0.98365	0.99998
DDX49	6	-0.20475	-1.3159	0.083606	0.94393	0.1882	0.99998
STMN4	6	-0.06249	-0.72521	0.57856	0.99224	0.46832	0.99998
MT1B	6	0.019928	0.1319	0.87547	0.99289	0.89507	0.99998
RGS16	6	0.065047	0.37838	0.58999	0.99224	0.70515	0.99998
ZNF385A	6	0.045893	0.29207	0.70613	0.99224	0.77023	0.99998
TTC28	6	0.10389	0.34125	0.38379	0.99224	0.73291	0.99998
TENM1	6	-0.17178	-1.817	0.14177	0.95916	0.069218	0.99998
DOLPP1	6	-0.15577	-1.1815	0.17933	0.9666	0.2374	0.99998
WDR66	6	0.1238	0.81998	0.29944	0.99224	0.41223	0.99998
LRP8	6	-0.027412	-0.21223	0.79758	0.99256	0.83193	0.99998
SESN2	6	-0.13892	-0.55416	0.23091	0.9833	0.57947	0.99998
CCDC132	6	-0.15677	-1.2197	0.17684	0.9666	0.22258	0.99998
ZDHHC14	6	0.13256	1.1934	0.267	0.99224	0.23273	0.99998
CEACAM7	6	0.048329	0.47474	0.69129	0.99224	0.63497	0.99998
NELFE	6	0.090919	0.66972	0.44458	0.99224	0.50304	0.99998
NonTargetingControlGuideForHuman_0691	1	-0.052042	-0.34684	0.84016	0.99256	0.72871	0.99998
hsa-mir-6797	4	0.21434	1.2593	0.14596	0.96061	0.20792	0.99998
GSX1	6	0.10514	0.58958	0.37867	0.99224	0.55547	0.99998
MKRN2	6	0.05993	0.57889	0.62078	0.99224	0.56266	0.99998
IL20RB	6	-0.039874	-0.42484	0.71461	0.99238	0.67096	0.99998
NonTargetingControlGuideForHuman_0126	1	-0.088746	-1.5365	0.7395	0.99256	0.12441	0.99998
OR5J2	6	-0.10626	-0.96003	0.35503	0.99224	0.33704	0.99998
NPL	6	0.065918	0.42655	0.58469	0.99224	0.66971	0.99998
CLN5	6	-0.046496	-0.30339	0.67507	0.99224	0.76159	0.99998
COL4A1	6	0.16073	0.92429	0.1785	0.9666	0.35534	0.99998
hsa-mir-449b	4	-0.11096	-0.67773	0.43573	0.99224	0.49795	0.99998
GPAM	6	-0.085485	-0.64878	0.45329	0.99224	0.51648	0.99998
LHFPL1	6	-0.0021623	-0.020844	0.97258	0.99787	0.98337	0.99998
SCNN1D	6	0.026491	0.25752	0.83371	0.99256	0.79677	0.99998
OGFOD1	6	-0.012885	-0.08924	0.89588	0.99432	0.92889	0.99998
ZNF45	6	0.19735	1.5607	0.10024	0.95024	0.1186	0.99998
ZNF880	6	-0.17698	-1.5338	0.12951	0.95061	0.12509	0.99998
TRIM16L	6	-0.088246	-0.90564	0.44094	0.99224	0.36513	0.99998
WWP2	6	-0.016721	-0.17108	0.86749	0.99256	0.86416	0.99998
ZBP1	6	-0.050749	-0.5267	0.64908	0.99224	0.5984	0.99998
SCAND1	6	0.013937	0.036831	0.91473	0.99455	0.97062	0.99998
MVB12B	6	-0.062	-0.6977	0.58073	0.99224	0.48536	0.99998
IPO9	6	0.15747	1.7827	0.18814	0.97234	0.074633	0.99998
SPATS2	6	-0.28663	-2.0031	0.017698	0.85714	0.045167	0.99998
PCDH18	6	0.094945	0.76081	0.42476	0.99224	0.44677	0.99998
CLPB	6	-0.23446	-1.1065	0.048901	0.91394	0.26852	0.99998
RNF208	6	-0.015851	-0.11201	0.87362	0.99273	0.91081	0.99998
SERPINA3	6	0.035707	0.20719	0.77149	0.99256	0.83586	0.99998
hsa-mir-6822	4	-0.046002	-0.29574	0.73374	0.99256	0.76743	0.99998
CTTN	6	0.19427	0.99242	0.10541	0.95024	0.32099	0.99998
TAOK3	6	0.0077022	0.070962	0.95829	0.99736	0.94343	0.99998
GHDC	6	-0.14587	-1.2452	0.20763	0.97623	0.21305	0.99998
CAT	6	-0.11734	-1.1808	0.30709	0.99224	0.2377	0.99998
AEBP2	6	-0.021717	-0.16126	0.83542	0.99256	0.87189	0.99998
FMN2	6	-0.095889	-0.99385	0.40416	0.99224	0.32029	0.99998
OVCH1	6	-0.0050047	-0.056876	0.95091	0.99715	0.95464	0.99998
TOLLIP	6	-0.20777	-1.1272	0.079274	0.94089	0.25966	0.99998
OR5D13	6	0.32369	1.901	0.01014	0.81734	0.057304	0.99998
TRIM35	6	-0.004131	-0.031086	0.95783	0.99736	0.9752	0.99998
SETD2	6	0.21118	1.2598	0.07932	0.94089	0.20773	0.99998
PDZD9	6	0.079554	0.68546	0.50537	0.99224	0.49305	0.99998
SLC45A2	6	-0.021518	-0.14793	0.83648	0.99256	0.8824	0.99998
hsa-mir-4505	4	0.012774	0.10466	0.94253	0.99703	0.91665	0.99998
PTGDS	6	-0.017832	-0.089586	0.86026	0.99256	0.92862	0.99998
PRH2	6	-0.11555	-1.348	0.31391	0.99224	0.17767	0.99998
DNLZ	6	-0.0054227	-0.044194	0.94787	0.99715	0.96475	0.99998
LRRC18	6	0.079239	0.50635	0.50703	0.99224	0.61261	0.99998
ASCL4	6	-0.10298	-0.75416	0.36853	0.99224	0.45075	0.99998
CEP85L	6	-0.058674	-0.58865	0.60018	0.99224	0.5561	0.99998
ABHD2	6	-0.033967	-0.25295	0.75573	0.99256	0.80031	0.99998
IGSF8	6	-0.20223	-1.6705	0.086417	0.94393	0.094818	0.99998
GTF3C6	6	-0.22871	-1.7128	0.054247	0.93043	0.086745	0.99998
COL27A1	6	-0.17001	-1.2195	0.14546	0.96061	0.22266	0.99998
VAX2	6	-0.17956	-1.2162	0.1243	0.95061	0.2239	0.99998
ADAMTS8	6	-0.093743	-0.92413	0.41536	0.99224	0.35542	0.99998
IGFL3	6	0.17314	1.1351	0.14661	0.96061	0.25635	0.99998
APOM	6	0.0033658	0.021887	0.98802	0.99916	0.98254	0.99998
SPARCL1	6	-0.10796	-1.2221	0.34761	0.99224	0.22168	0.99998
ZNF224	6	0.096877	0.68344	0.41586	0.99224	0.49433	0.99998
PLA2G16	6	-0.1075	-0.88447	0.34982	0.99224	0.37644	0.99998
PFKP	6	-0.073532	-0.39007	0.51532	0.99224	0.69648	0.99998
SPG7	6	-0.057502	-0.52014	0.60764	0.99224	0.60296	0.99998
SOBP	6	0.076869	0.82346	0.52104	0.99224	0.41025	0.99998
SRR	6	-0.0054021	-0.056484	0.94806	0.99715	0.95496	0.99998
XKRY	6	0.037711	0.46171	0.75808	0.99256	0.64429	0.99998
NUP37	6	-0.18571	-1.8576	0.11269	0.95024	0.063221	0.99998
MAGT1	6	-0.034694	-0.34763	0.75093	0.99256	0.72811	0.99998
C1orf52	6	-0.17356	-0.90861	0.13781	0.95344	0.36356	0.99998
DCDC2B	6	0.21779	1.705	0.071254	0.94089	0.088188	0.99998
PRRX2	6	-0.10286	-0.35641	0.36922	0.99224	0.72153	0.99998
OR6C70	6	0.064412	0.74842	0.59299	0.99224	0.45421	0.99998
TSPY1	6	0.065281	1.5568	0.58856	0.99224	0.11952	0.99998
hsa-mir-3180-3	4	0.11161	0.26083	0.44232	0.99224	0.79423	0.99998
MAPK4	6	0.082179	0.57397	0.49016	0.99224	0.56599	0.99998
SEPT10	6	0.0011703	0.013111	0.99737	0.99972	0.98954	0.99998
C1S	6	0.0024436	0.026831	0.99419	0.99972	0.97859	0.99998
XKR6	6	-0.020863	-0.22305	0.84076	0.99256	0.82349	0.99998
FGF16	6	0.030781	0.3276	0.8044	0.99256	0.74322	0.99998
NonTargetingControlGuideForHuman_0479	1	0.073989	0.57184	0.7997	0.99256	0.56743	0.99998
DEFB131	6	-0.1361	-1.2439	0.23971	0.98383	0.21353	0.99998
hsa-mir-939	4	0.0051149	0.018741	0.98544	0.99883	0.98505	0.99998
C11orf86	6	-0.053323	-0.5963	0.63345	0.99224	0.55097	0.99998
VAV2	6	-0.04016	-0.46121	0.71296	0.99224	0.64465	0.99998
hsa-mir-4258	4	0.069889	0.17154	0.63345	0.99224	0.8638	0.99998
RBP3	6	-0.060646	-0.55846	0.58851	0.99224	0.57653	0.99998
METAP2	6	0.12411	1.2062	0.29806	0.99224	0.22775	0.99998
C14orf80	6	-0.056931	-0.47792	0.61119	0.99224	0.63271	0.99998
EHMT2	6	-0.11902	-1.1713	0.30078	0.99224	0.24148	0.99998
FAM114A1	6	0.056441	0.71856	0.64239	0.99224	0.47241	0.99998
SLC38A9	6	-0.11453	-0.82718	0.3188	0.99224	0.40814	0.99998
SNTG1	6	-0.076309	-1.2198	0.50071	0.99224	0.22252	0.99998
NXF2	6	-0.17415	-1.3885	0.13606	0.95212	0.16498	0.99998
TIMP3	6	-0.023284	-0.17515	0.82587	0.99256	0.86096	0.99998
SLC34A3	6	0.25715	1.3968	0.035304	0.87073	0.16247	0.99998
SPTB	6	0.029587	0.32857	0.81205	0.99256	0.74248	0.99998
PLA2G5	6	-0.0201	-0.15966	0.84565	0.99256	0.87315	0.99998
GCG	6	0.050462	0.38666	0.6789	0.99224	0.69901	0.99998
CUL1	6	-0.13808	-0.64519	0.2334	0.9833	0.51881	0.99998
NOTCH1	6	0.044355	0.3191	0.71531	0.99256	0.74965	0.99998
BMPR1B	6	-0.19401	-1.9542	0.099138	0.95024	0.050681	0.99998
USP34	6	-0.047795	-0.30741	0.66779	0.99224	0.75853	0.99998
CCRL2	6	0.038363	0.22661	0.75407	0.99256	0.82073	0.99998
SGTB	6	-0.14905	-1.5569	0.19874	0.97381	0.11948	0.99998
IL32	6	-0.14118	-1.1879	0.22326	0.9833	0.23488	0.99998
ARL6IP6	6	0.030054	0.21582	0.80914	0.99256	0.82913	0.99998
MAN1A1	6	-0.050252	-0.39149	0.65161	0.99224	0.69544	0.99998
TBC1D8B	6	-0.062473	-0.79174	0.57861	0.99224	0.42851	0.99998
APOBEC3A	6	-0.054936	-0.69408	0.62391	0.99224	0.48763	0.99998
CNTLN	6	0.198	1.4032	0.09923	0.95024	0.16054	0.99998
LRRC10	6	-0.065136	-0.49856	0.56459	0.99224	0.61809	0.99998
STS	6	0.029563	0.28056	0.81242	0.99256	0.77905	0.99998
PNLIPRP3	6	0.015234	0.17083	0.90612	0.99432	0.86436	0.99998
hsa-mir-517c	1	0.52261	0.73728	0.10974	0.95024	0.46095	0.99998
NonTargetingControlGuideForHuman_0899	1	0.33432	1.1883	0.26598	0.99224	0.23472	0.99998
PRAP1	6	-0.0052924	-0.03038	0.94921	0.99715	0.97576	0.99998
MAP3K11	6	-0.04684	-0.45466	0.67313	0.99224	0.64935	0.99998
TTC27	6	0.22385	1.4019	0.064894	0.94089	0.16095	0.99998
SSSCA1	6	-0.063126	-0.39364	0.57538	0.99224	0.69385	0.99998
PRR15L	6	-0.018055	-0.15831	0.85906	0.99256	0.87421	0.99998
ATP6V0D1	6	0.30358	1.0348	0.015163	0.84368	0.30078	0.99998
KIRREL	6	0.17256	1.4972	0.1479	0.96061	0.13435	0.99998
GSN	6	-0.067513	-0.67731	0.55035	0.99224	0.49821	0.99998
SLC6A14	6	0.082393	0.7065	0.48878	0.99224	0.47988	0.99998
WDR59	6	0.23384	0.90784	0.054431	0.93076	0.36396	0.99998
HIST1H4H	6	-0.074716	-0.59928	0.50961	0.99224	0.54899	0.99998
DNAH2	6	-0.01021	-0.073012	0.91317	0.99448	0.9418	0.99998
NonTargetingControlGuideForHuman_0071	1	0.00075721	0.003524	0.99124	0.99954	0.99719	0.99998
OR4F16	5	-0.020797	-0.11226	0.85666	0.99256	0.91061	0.99998
NonTargetingControlGuideForHuman_0119	1	-0.27773	-1.0628	0.34807	0.99224	0.28789	0.99998
hsa-mir-101-2	4	-0.32948	-1.8423	0.031064	0.87073	0.065433	0.99998
DUOXA1	6	-0.10298	-0.94432	0.36853	0.99224	0.345	0.99998
C6orf7	6	0.26507	1.7454	0.030004	0.87073	0.080907	0.99998
USP51	6	-0.050582	-0.50132	0.65004	0.99224	0.61614	0.99998
SOX17	6	0.060776	0.4418	0.61548	0.99224	0.65863	0.99998
BPIFB2	6	0.037817	0.40557	0.75785	0.99256	0.68506	0.99998
CRIP2	6	-0.16125	-1.6417	0.16592	0.96379	0.10065	0.99998
RHD	6	-0.092523	-0.51717	0.42098	0.99224	0.60504	0.99998
PLB1	6	-0.10094	-1.1314	0.37835	0.99224	0.25791	0.99998
PALM2	6	-0.00232	-0.016284	0.97129	0.99787	0.98701	0.99998
NUDT11	6	-0.01724	-0.18621	0.86436	0.99256	0.85228	0.99998
FASTKD5	6	-0.053834	-0.52595	0.63036	0.99224	0.59892	0.99998
NAT8L	6	-0.047065	-0.25119	0.67189	0.99224	0.80167	0.99998
POM121C	6	-0.018111	-0.14504	0.85887	0.99256	0.88468	0.99998
CCNJL	6	-0.25603	-2.1718	0.033184	0.87073	0.029869	0.99998
DNAAF2	6	-0.086185	-0.8021	0.45015	0.99224	0.4225	0.99998
EPHB2	6	-0.012708	-0.086262	0.89694	0.99432	0.93126	0.99998
C4orf26	6	-0.098217	-0.78386	0.39236	0.99224	0.43312	0.99998
PECAM1	6	-0.028293	-0.2898	0.7926	0.99256	0.77197	0.99998
ZFPM2	6	-0.077414	-0.63845	0.49463	0.99224	0.52318	0.99998
OVCH2	6	0.12306	0.78335	0.30184	0.99224	0.43342	0.99998
CRISP2	6	0.14757	0.81766	0.21763	0.98147	0.41355	0.99998
HES5	6	0.2064	0.92321	0.086371	0.94393	0.3559	0.99998
hsa-mir-26b	4	-0.082496	-0.7395	0.55413	0.99224	0.4596	0.99998
C6orf70	6	-0.0052255	-0.065093	0.94958	0.99715	0.9481	0.99998
OR6P1	6	0.11465	0.78365	0.33498	0.99224	0.43325	0.99998
hsa-mir-518c	4	-0.026083	-0.25158	0.83684	0.99256	0.80136	0.99998
RAD51AP2	6	0.045906	0.38707	0.70613	0.99224	0.69871	0.99998
TBC1D24	6	-0.18725	-1.1156	0.10983	0.95024	0.26461	0.99998
LHFPL2	6	-0.297	-2.3306	0.013827	0.83102	0.019774	0.99998
C5orf60	6	0.083889	0.79094	0.4814	0.99224	0.42898	0.99998
NKX2-2	6	-0.088948	-0.46508	0.43757	0.99224	0.64187	0.99998
SEPT11	6	-0.11286	-0.93366	0.32608	0.99224	0.35048	0.99998
THRB	6	0.096768	0.64913	0.4166	0.99224	0.51625	0.99998
RABIF	6	-0.015883	-0.23281	0.87344	0.99273	0.81591	0.99998
KLHL40	6	-0.13918	-1.0749	0.23008	0.9833	0.28242	0.99998
RPS6KA5	6	-0.061343	-0.37043	0.58483	0.99224	0.71106	0.99998
IL23A	6	0.050631	0.46876	0.67779	0.99224	0.63924	0.99998
GLRX	6	-0.0024672	-0.025804	0.97023	0.99787	0.97941	0.99998
C1orf63	6	0.12767	0.7532	0.28506	0.99224	0.45133	0.99998
CLSTN2	6	-0.035153	-0.2938	0.74761	0.99256	0.76891	0.99998
hsa-mir-1248	4	-0.091887	-0.80096	0.51574	0.99224	0.42315	0.99998
FTSJ1	6	0.017488	0.22085	0.89068	0.99353	0.82521	0.99998
ALDH3B2	6	0.16501	1.6255	0.16753	0.96379	0.10405	0.99998
hsa-mir-3148	4	-0.32084	-1.7188	0.03512	0.87073	0.08565	0.99998
MAPRE3	6	-0.064362	-0.57521	0.56897	0.99224	0.56515	0.99998
SLAMF8	6	-0.06404	-0.22175	0.57072	0.99224	0.82451	0.99998
RBM44	6	-0.059325	-0.39221	0.59644	0.99224	0.69491	0.99998
CYFIP2	6	0.18282	1.2884	0.12555	0.95061	0.1976	0.99998
PROK2	6	0.17936	1.2207	0.13269	0.95061	0.22219	0.99998
KRCC1	6	-0.13027	-1.2405	0.25948	0.99224	0.2148	0.99998
CASZ1	6	0.061371	0.329	0.61184	0.99224	0.74215	0.99998
ZKSCAN4	6	-0.35365	-2.9279	0.0045168	0.75	0.0034123	0.99998
PADI3	6	-0.069654	-0.38399	0.53754	0.99224	0.70098	0.99998
FZD1	6	-0.10296	-0.94958	0.36862	0.99224	0.34232	0.99998
MYO1D	6	-0.043377	-0.50523	0.69387	0.99224	0.6134	0.99998
SULT1A3	6	0.03987	0.5423	0.74411	0.99256	0.58761	0.99998
ZFYVE19	6	0.003486	0.021367	0.98709	0.99907	0.98295	0.99998
SLC27A2	6	-0.078329	-0.47511	0.48965	0.99224	0.63471	0.99998
CILP2	6	-0.14162	-0.80978	0.22164	0.98147	0.41807	0.99998
GLS	6	0.18808	2.09	0.11541	0.95024	0.036614	0.99998
WT1	6	-0.21301	-1.732	0.07319	0.94089	0.083274	0.99998
ZNF746	6	0.061904	0.48489	0.60852	0.99224	0.62776	0.99998
P2RY1	6	-0.066982	-0.59625	0.55376	0.99224	0.55101	0.99998
GPATCH4	6	-0.17026	-1.9089	0.14477	0.96028	0.05628	0.99998
ZFP92	6	0.020654	0.25056	0.87109	0.99256	0.80215	0.99998
RAB5B	6	0.007686	0.041052	0.95843	0.99736	0.96725	0.99998
POLRMT	6	0.036062	0.19211	0.76877	0.99256	0.84765	0.99998
SIVA1	6	0.16359	1.5106	0.17131	0.96379	0.13089	0.99998
ARL4A	6	0.032452	0.17609	0.79357	0.99256	0.86022	0.99998
CDO1	6	0.059849	0.44025	0.62156	0.99224	0.65976	0.99998
PRRT2	6	-0.055737	-0.4901	0.61912	0.99224	0.62406	0.99998
SMARCA4	6	-0.12146	-0.69329	0.29161	0.99224	0.48813	0.99998
MIP	6	0.028239	0.17299	0.82145	0.99256	0.86266	0.99998
TUSC1	6	0.042027	0.35078	0.73144	0.99256	0.72575	0.99998
EFCAB13	6	-0.13711	-1.6069	0.23648	0.98383	0.10807	0.99998
SLC27A1	6	-0.028616	-0.17763	0.79057	0.99256	0.85902	0.99998
ZNF22	6	0.22813	1.1806	0.060331	0.94089	0.23777	0.99998
CLTA	6	-0.060483	-0.27738	0.58944	0.99224	0.78149	0.99998
SRBD1	6	-0.14766	-1.8249	0.20289	0.97562	0.06801	0.99998
CEP120	6	-0.24804	-2.013	0.038208	0.87073	0.044117	0.99998
TNP2	6	-0.22133	-1.6191	0.062912	0.94089	0.10543	0.99998
DENND4A	6	0.086182	0.70948	0.4697	0.99224	0.47803	0.99998
PPP6R1	6	0.099313	0.80945	0.40549	0.99224	0.41826	0.99998
SIGLEC7	6	0.10263	0.83686	0.38913	0.99224	0.40267	0.99998
RNF113A	6	-0.30435	-1.9123	0.012121	0.81734	0.055835	0.99998
MAP1LC3B	6	0.17441	0.87659	0.14389	0.95973	0.38071	0.99998
SNAPC3	6	-0.19905	-1.2223	0.091626	0.95024	0.2216	0.99998
SLC22A1	6	0.092398	0.62638	0.43725	0.99224	0.53106	0.99998
GRK1	6	-0.043409	-0.46425	0.69364	0.99224	0.64247	0.99998
PYCARD	6	0.15736	0.93328	0.18837	0.97234	0.35068	0.99998
C14orf183	6	0.062474	0.39579	0.60566	0.99224	0.69226	0.99998
PRAMEF5	5	0.14923	1.3131	0.25022	0.99018	0.18913	0.99998
RAD52	6	-0.020159	-0.14066	0.84528	0.99256	0.88814	0.99998
TRIM42	6	0.065153	0.7538	0.58939	0.99224	0.45097	0.99998
ASB7	6	0.15905	1.1151	0.18316	0.96691	0.26483	0.99998
NBPF15	4	0.029907	0.12746	0.84744	0.99256	0.89858	0.99998
TMF1	6	-0.098446	-0.67653	0.39121	0.99224	0.49871	0.99998
CHST5	6	0.16851	1.3019	0.1579	0.96379	0.19295	0.99998
OR4S2	6	0.054486	0.49276	0.6541	0.99224	0.62219	0.99998
UGT1A10	2	0.00021558	0.0025199	0.98696	0.99902	0.99799	0.99998
AXL	6	0.026752	0.2837	0.83173	0.99256	0.77664	0.99998
HIP1	6	-0.089426	-0.45641	0.43531	0.99224	0.64809	0.99998
GSTA3	6	-0.21322	-1.2075	0.072775	0.94089	0.22723	0.99998
NOL6	6	-0.040095	-0.26475	0.71355	0.99225	0.7912	0.99998
C2orf76	6	0.16637	1.5321	0.16334	0.96379	0.12551	0.99998
ANKS3	6	-0.21465	-1.925	0.070839	0.94089	0.054235	0.99998
PABPC1L2A	5	0.0796	0.84987	0.54491	0.99224	0.3954	0.99998
SKA3	6	0.0028546	0.02148	0.99097	0.99944	0.98286	0.99998
MYOCD	6	0.19007	0.98951	0.11241	0.95024	0.32242	0.99998
hsa-mir-764	4	-0.060968	-0.62561	0.65682	0.99224	0.53157	0.99998
hsa-mir-522	3	-0.076315	-0.35837	0.6341	0.99224	0.72007	0.99998
FUCA2	6	-0.0085668	-0.064635	0.92381	0.99499	0.94846	0.99998
CLEC4D	6	0.16544	1.6095	0.16606	0.96379	0.10751	0.99998
hsa-mir-135a-2	4	-0.036731	-0.21854	0.78435	0.99256	0.82701	0.99998
HMHA1	6	0.10084	0.74097	0.3983	0.99224	0.45871	0.99998
RABEP2	6	0.096	0.58101	0.42001	0.99224	0.56123	0.99998
PRRT1	6	-0.062623	-0.66467	0.57796	0.99224	0.50626	0.99998
KIAA1429	6	-0.11521	-0.9252	0.31525	0.99224	0.35486	0.99998
RASSF4	6	0.036232	0.37289	0.76794	0.99256	0.70923	0.99998
BMP1	6	-0.031904	-0.2182	0.76854	0.99256	0.82727	0.99998
RSU1	6	-0.0048308	-0.039074	0.95216	0.9973	0.96883	0.99998
MICAL1	6	0.045321	0.45903	0.70931	0.99224	0.64621	0.99998
FAM173A	6	-0.31395	-2.2737	0.0098631	0.81734	0.022983	0.99998
FAM84A	6	0.0161	0.11091	0.89994	0.99432	0.91169	0.99998
SSX2B	2	0.18759	0.64824	0.3677	0.99224	0.51683	0.99998
GUCA2A	6	0.20108	0.8803	0.094437	0.95024	0.3787	0.99998
CHRNA9	6	0.24922	1.0825	0.040374	0.87864	0.27904	0.99998
TRA2A	6	0.057399	0.34193	0.63631	0.99224	0.73241	0.99998
